column1,Customer_City,Customer_Country,Customer_Email,Customer_Fname,Customer_Id,Customer_Lname,Customer_Password,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode
16679,Caguas,Puerto Rico,XXXXXXXXX,Lawrence,5740,Smith,XXXXXXXXX,Corporate,PR,623 Shady Freeway,725
16680,Caguas,Puerto Rico,XXXXXXXXX,Hillary,14873,Dennis,XXXXXXXXX,Corporate,PR,640 Shady Subdivision,725
16681,Caguas,Puerto Rico,XXXXXXXXX,Mary,13796,Lindsay,XXXXXXXXX,Corporate,PR,9922 Harvest Pond Acres,725
16682,Caguas,Puerto Rico,XXXXXXXXX,Josephine,13634,Barrett,XXXXXXXXX,Corporate,PR,6580 Wishing Orchard,725
16683,Caguas,Puerto Rico,XXXXXXXXX,Blaine,13922,Weiss,XXXXXXXXX,Corporate,PR,3236 Grand Carrefour,725
16684,Caguas,Puerto Rico,XXXXXXXXX,Hope,13811,Skinner,XXXXXXXXX,Corporate,PR,3922 Grand Crescent,725
16685,Caguas,Puerto Rico,XXXXXXXXX,Emma,13775,Steele,XXXXXXXXX,Corporate,PR,9447 Dusty Gate Centre,725
16686,Caguas,Puerto Rico,XXXXXXXXX,Quon,13791,Duncan,XXXXXXXXX,Corporate,PR,6886 High Place,725
16687,Caguas,Puerto Rico,XXXXXXXXX,Camille,13683,Butler,XXXXXXXXX,Corporate,PR,9124 Gentle Pike,725
16688,Caguas,Puerto Rico,XXXXXXXXX,Mary,143,Byrd,XXXXXXXXX,Corporate,PR,7793 Round Oak Key,725
16689,Caguas,Puerto Rico,XXXXXXXXX,Lillian,12505,Martinez,XXXXXXXXX,Corporate,PR,7796 Thunder Forest Villas,725
16690,Caguas,Puerto Rico,XXXXXXXXX,Nevada,12487,Barr,XXXXXXXXX,Corporate,PR,8344 Dewy Fawn Farms,725
16691,Caguas,Puerto Rico,XXXXXXXXX,Jenna,12594,Boone,XXXXXXXXX,Corporate,PR,"5517 Jagged Hollow ",725
16692,Caguas,Puerto Rico,XXXXXXXXX,Avye,12521,Harris,XXXXXXXXX,Corporate,PR,5104 Iron Log Limits,725
16693,Caguas,Puerto Rico,XXXXXXXXX,Anastasia,12509,Cross,XXXXXXXXX,Corporate,PR,8247 Little Cider Close,725
16694,Caguas,Puerto Rico,XXXXXXXXX,Joan,12865,Mcfadden,XXXXXXXXX,Corporate,PR,"7422 Heather Heath ",725
16695,Caguas,Puerto Rico,XXXXXXXXX,Sybill,12949,Richmond,XXXXXXXXX,Corporate,PR,4898 Heather Mountain Villas,725
16696,Caguas,Puerto Rico,XXXXXXXXX,Hedwig,14969,Summers,XXXXXXXXX,Corporate,PR,6828 Cotton Landing,725
16697,Caguas,Puerto Rico,XXXXXXXXX,Phyllis,12892,May,XXXXXXXXX,Corporate,PR,"3236 Emerald Impasse ",725
16698,Caguas,Puerto Rico,XXXXXXXXX,Taylor,12945,Singleton,XXXXXXXXX,Corporate,PR,4189 Bright Rise By-pass,725
16699,Caguas,Puerto Rico,XXXXXXXXX,Zenaida,14967,Hopkins,XXXXXXXXX,Corporate,PR,4534 Shady Alley,725
16700,Caguas,Puerto Rico,XXXXXXXXX,Janice,11532,Nicholson,XXXXXXXXX,Corporate,PR,6574 Jagged Hickory Rise,725
16701,Caguas,Puerto Rico,XXXXXXXXX,Mary,5387,Riley,XXXXXXXXX,Corporate,PR,6395 Jagged Quail Grounds,725
16702,Caguas,Puerto Rico,XXXXXXXXX,Sarah,8075,Coleman,XXXXXXXXX,Corporate,PR,2262 Green Wharf,725
16703,Caguas,Puerto Rico,XXXXXXXXX,Maxine,18244,Green,XXXXXXXXX,Corporate,PR,6159 Middle Vale,725
16704,Caguas,Puerto Rico,XXXXXXXXX,Tara,18125,Villarreal,XXXXXXXXX,Corporate,PR,5755 Thunder Nectar Gate,725
16705,Caguas,Puerto Rico,XXXXXXXXX,Quyn,16485,David,XXXXXXXXX,Corporate,PR,2083 Harvest Horse Mount,725
16706,Caguas,Puerto Rico,XXXXXXXXX,Olga,19250,Hoffman,XXXXXXXXX,Corporate,PR,7096 Foggy Court,725
16707,Caguas,Puerto Rico,XXXXXXXXX,Donna,16609,Mcconnell,XXXXXXXXX,Corporate,PR,3369 Clear Fox Landing,725
16708,Caguas,Puerto Rico,XXXXXXXXX,Mari,16487,Shields,XXXXXXXXX,Corporate,PR,872 Quaking Bluff Freeway,725
16709,Caguas,Puerto Rico,XXXXXXXXX,Camille,18827,Morrison,XXXXXXXXX,Corporate,PR,8321 Little Stead,725
16710,Caguas,Puerto Rico,XXXXXXXXX,Xaviera,15713,Collins,XXXXXXXXX,Corporate,PR,4255 Stony Island Crescent,725
16711,Caguas,Puerto Rico,XXXXXXXXX,Fallon,15889,Compton,XXXXXXXXX,Corporate,PR,4316 Misty Way,725
16712,Caguas,Puerto Rico,XXXXXXXXX,Inez,15887,Avery,XXXXXXXXX,Corporate,PR,7601 Pleasant Barn Run,725
16713,Caguas,Puerto Rico,XXXXXXXXX,Emma,18775,Frank,XXXXXXXXX,Corporate,PR,4767 Wishing Round,725
16714,Caguas,Puerto Rico,XXXXXXXXX,Angelica,18879,Schultz,XXXXXXXXX,Corporate,PR,595 Sunny Line,725
16715,Caguas,Puerto Rico,XXXXXXXXX,Halla,17704,Ray,XXXXXXXXX,Corporate,PR,9992 Clear Jetty,725
16716,Caguas,Puerto Rico,XXXXXXXXX,Xena,17668,Mcguire,XXXXXXXXX,Corporate,PR,7334 Merry Maze,725
16717,Caguas,Puerto Rico,XXXXXXXXX,Gillian,17684,Cardenas,XXXXXXXXX,Corporate,PR,5404 Hidden Lake Vale,725
16718,Caguas,Puerto Rico,XXXXXXXXX,Jessamine,18461,Poole,XXXXXXXXX,Corporate,PR,6195 Broad Deer Townline,725
16719,Caguas,Puerto Rico,XXXXXXXXX,Leigh,17270,Carson,XXXXXXXXX,Corporate,PR,7293 Lazy Hill,725
16720,Caguas,Puerto Rico,XXXXXXXXX,Nicole,18030,Klein,XXXXXXXXX,Corporate,PR,4210 Dewy Round,725
16721,Caguas,Puerto Rico,XXXXXXXXX,Illana,17467,Romero,XXXXXXXXX,Corporate,PR,640 Shady Subdivision,725
16722,Caguas,Puerto Rico,XXXXXXXXX,Winter,15997,Pitts,XXXXXXXXX,Corporate,PR,9254 Thunder Meadow,725
16723,Caguas,Puerto Rico,XXXXXXXXX,Deborah,20727,Whitney,XXXXXXXXX,Corporate,PR,5079 Velvet Hickory By-pass,725
16724,Caguas,Puerto Rico,XXXXXXXXX,Imelda,18293,Burke,XXXXXXXXX,Corporate,PR,3640 Easy Shadow Expressway,725
16725,Caguas,Puerto Rico,XXXXXXXXX,Dominique,15924,Davenport,XXXXXXXXX,Corporate,PR,3902 Umber Valley,725
16726,Caguas,Puerto Rico,XXXXXXXXX,Jade,17499,Pittman,XXXXXXXXX,Corporate,PR,7497 Sunny Shadow Walk,725
16727,Caguas,Puerto Rico,XXXXXXXXX,Willa,20546,Golden,XXXXXXXXX,Corporate,PR,1945 Iron Panda Circle,725
16728,Caguas,Puerto Rico,XXXXXXXXX,Danielle,20725,Richardson,XXXXXXXXX,Corporate,PR,7800 Hazy Lake Acres,725
16729,Caguas,Puerto Rico,XXXXXXXXX,Irene,15956,Rhodes,XXXXXXXXX,Corporate,PR,9135 Green Island Moor,725
16730,Caguas,Puerto Rico,XXXXXXXXX,Dacey,18003,Nelson,XXXXXXXXX,Corporate,PR,1322 Broad Glade,725
16731,Caguas,Puerto Rico,XXXXXXXXX,Mary,3004,Holland,XXXXXXXXX,Corporate,PR,1658 Rustic Elk Lane,725
16732,Caguas,Puerto Rico,XXXXXXXXX,Olga,17350,Sutton,XXXXXXXXX,Corporate,PR,2831 Rustic Dale,725
16733,Caguas,Puerto Rico,XXXXXXXXX,Madeline,18324,Campbell,XXXXXXXXX,Corporate,PR,3872 Golden Shadow Rise,725
16734,Caguas,Puerto Rico,XXXXXXXXX,Lesley,18288,Clayton,XXXXXXXXX,Corporate,PR,9437 Emerald Butterfly Edge,725
16735,Caguas,Puerto Rico,XXXXXXXXX,Karina,17653,Velez,XXXXXXXXX,Corporate,PR,8324 Little Common,725
16736,Caguas,Puerto Rico,XXXXXXXXX,Simone,17509,Cochran,XXXXXXXXX,Corporate,PR,9126 Wishing Expressway,725
16737,Caguas,Puerto Rico,XXXXXXXXX,Mechelle,17472,Rivers,XXXXXXXXX,Corporate,PR,9959 Hazy Port,725
16738,Caguas,Puerto Rico,XXXXXXXXX,Jayme,17328,Hull,XXXXXXXXX,Corporate,PR,7639 Silent Valley,725
16739,Caguas,Puerto Rico,XXXXXXXXX,Haley,15427,Howe,XXXXXXXXX,Corporate,PR,9552 Quaking Edge,725
16740,Caguas,Puerto Rico,XXXXXXXXX,Mikayla,15659,Durham,XXXXXXXXX,Corporate,PR,3504 Dusty View Loop,725
16741,Caguas,Puerto Rico,XXXXXXXXX,Kirby,15677,Clark,XXXXXXXXX,Corporate,PR,2075 Honey Panda Dell,725
16742,Caguas,Puerto Rico,XXXXXXXXX,Kirby,18674,Best,XXXXXXXXX,Corporate,PR,3557 Rocky Vale,725
16743,Caguas,Puerto Rico,XXXXXXXXX,Anastasia,15474,Christensen,XXXXXXXXX,Corporate,PR,62 Cozy Rabbit Villas,725
16744,Caguas,Puerto Rico,XXXXXXXXX,Aileen,15563,Ashley,XXXXXXXXX,Corporate,PR,9739 Round Spring Expressway,725
16745,Caguas,Puerto Rico,XXXXXXXXX,Phyllis,15615,Rodriquez,XXXXXXXXX,Corporate,PR,5180 Bright Fox Trail,725
16746,Caguas,Puerto Rico,XXXXXXXXX,Wynter,18721,Stanton,XXXXXXXXX,Corporate,PR,9393 Honey Autoroute,725
16747,Caguas,Puerto Rico,XXXXXXXXX,Avye,15486,Martin,XXXXXXXXX,Corporate,PR,7885 Misty Knoll,725
16748,Caguas,Puerto Rico,XXXXXXXXX,Stephen,2160,Smith,XXXXXXXXX,Corporate,PR,1840 Stony Campus,725
16749,Caguas,Puerto Rico,XXXXXXXXX,Guinevere,15612,Kane,XXXXXXXXX,Corporate,PR,3440 Foggy Autoroute,725
16750,Caguas,Puerto Rico,XXXXXXXXX,Deborah,17576,Sutton,XXXXXXXXX,Corporate,PR,4694 Burning Front,725
16751,Caguas,Puerto Rico,XXXXXXXXX,Yvette,20279,Wheeler,XXXXXXXXX,Corporate,PR,9816 Grand Hills Knoll,725
16752,Caguas,Puerto Rico,XXXXXXXXX,Indira,17209,Maynard,XXXXXXXXX,Corporate,PR,779 Golden View Glade,725
16753,Caguas,Puerto Rico,XXXXXXXXX,Christine,15232,Frost,XXXXXXXXX,Corporate,PR,3460 Misty Elk Diversion,725
16754,Caguas,Puerto Rico,XXXXXXXXX,Kim,16313,Morales,XXXXXXXXX,Corporate,PR,1548 Lazy Circuit,725
16755,Caguas,Puerto Rico,XXXXXXXXX,Echo,17854,Cotton,XXXXXXXXX,Corporate,PR,18 Jagged Willow Beach,725
16756,Caguas,Puerto Rico,XXXXXXXXX,Petra,15193,Ramsey,XXXXXXXXX,Corporate,PR,7778 Silver Turnabout,725
16757,Caguas,Puerto Rico,XXXXXXXXX,Ila,15211,Hopkins,XXXXXXXXX,Corporate,PR,8666 High Hickory Route,725
16758,Caguas,Puerto Rico,XXXXXXXXX,Christine,19934,Charles,XXXXXXXXX,Corporate,PR,7666 High Dale Bank,725
16759,Caguas,Puerto Rico,XXXXXXXXX,Claire,20166,Perez,XXXXXXXXX,Corporate,PR,9181 Colonial Bear Lookout,725
16760,Caguas,Puerto Rico,XXXXXXXXX,Lee,19788,Mcintosh,XXXXXXXXX,Corporate,PR,7017 Clear Bay,725
16761,Caguas,Puerto Rico,XXXXXXXXX,Wendy,15173,Leach,XXXXXXXXX,Corporate,PR,5424 Rustic Anchor Boulevard,725
16762,Caguas,Puerto Rico,XXXXXXXXX,Melyssa,19932,Nguyen,XXXXXXXXX,Corporate,PR,6404 Golden Log Vale,725
16763,San Juan,Puerto Rico,XXXXXXXXX,Rebekah,17093,Drake,XXXXXXXXX,Corporate,PR,469 Middle Berry Abbey,921
16764,Caguas,Puerto Rico,XXXXXXXXX,Miranda,18603,Mathis,XXXXXXXXX,Corporate,PR,1975 Crystal Leaf Autoroute,725
16765,Caguas,Puerto Rico,XXXXXXXXX,Faith,18531,Haynes,XXXXXXXXX,Corporate,PR,9627 Sleepy Bend,725
16766,Caguas,Puerto Rico,XXXXXXXXX,Lani,16161,Walton,XXXXXXXXX,Corporate,PR,4979 Honey Plaza,725
16767,Caguas,Puerto Rico,XXXXXXXXX,Carissa,20108,Estrada,XXXXXXXXX,Corporate,PR,6819 Clear Branch Estates,725
16768,Caguas,Puerto Rico,XXXXXXXXX,Calista,16124,Chaney,XXXXXXXXX,Corporate,PR,236 Hidden Round,725
16769,Caguas,Puerto Rico,XXXXXXXXX,Miranda,18581,Gallegos,XXXXXXXXX,Corporate,PR,762 Clear Harbour,725
16770,Caguas,Puerto Rico,XXXXXXXXX,Athena,16229,Wyatt,XXXXXXXXX,Corporate,PR,2690 Cozy Autumn Parade,725
16771,Caguas,Puerto Rico,XXXXXXXXX,Nayda,18916,Workman,XXXXXXXXX,Corporate,PR,8284 Colonial Gate Path,725
16772,Caguas,Puerto Rico,XXXXXXXXX,Joelle,15200,Wood,XXXXXXXXX,Corporate,PR,3616 Quaking Street,725
16773,Caguas,Puerto Rico,XXXXXXXXX,Calista,15217,Prince,XXXXXXXXX,Corporate,PR,4145 Easy Via,725
16774,Caguas,Puerto Rico,XXXXXXXXX,Geraldine,16333,Terrell,XXXXXXXXX,Corporate,PR,3155 Cotton Circuit,725
16775,Caguas,Puerto Rico,XXXXXXXXX,Christopher,10773,Smith,XXXXXXXXX,Corporate,PR,"5283 Dewy Mall ",725
16776,Caguas,Puerto Rico,XXXXXXXXX,Mary,4485,Young,XXXXXXXXX,Corporate,PR,1098 Fallen By-pass,725
16777,Caguas,Puerto Rico,XXXXXXXXX,Ethan,6558,Smith,XXXXXXXXX,Corporate,PR,724 Silver Vale,725
16778,Arecibo,Puerto Rico,XXXXXXXXX,Mary,10097,Smith,XXXXXXXXX,Corporate,PR,7652 Jagged Nectar Valley,612
16779,Caguas,Puerto Rico,XXXXXXXXX,Laura,8680,Sheppard,XXXXXXXXX,Corporate,PR,4015 Honey Fawn Chase,725
16780,Caguas,Puerto Rico,XXXXXXXXX,Mary,1984,Williams,XXXXXXXXX,Corporate,PR,7857 Broad Glade,725
16781,Caguas,Puerto Rico,XXXXXXXXX,Nancy,6511,Young,XXXXXXXXX,Corporate,PR,5865 Colonial Glen,725
16782,Caguas,Puerto Rico,XXXXXXXXX,Maia,13245,Farley,XXXXXXXXX,Corporate,PR,"3112 Easy Turnabout ",725
16783,Caguas,Puerto Rico,XXXXXXXXX,Freya,14489,Compton,XXXXXXXXX,Corporate,PR,1025 Colonial Plaza,725
16784,Caguas,Puerto Rico,XXXXXXXXX,Raya,13330,Blake,XXXXXXXXX,Corporate,PR,"8906 Cotton Alley ",725
16785,Caguas,Puerto Rico,XXXXXXXXX,Stella,13807,Oneal,XXXXXXXXX,Corporate,PR,1463 Silent Expressway,725
16786,Caguas,Puerto Rico,XXXXXXXXX,Kaitlin,13895,Reed,XXXXXXXXX,Corporate,PR,4485 Noble Fawn Highway,725
16787,Caguas,Puerto Rico,XXXXXXXXX,Mary,1769,Hale,XXXXXXXXX,Corporate,PR,5477 Thunder Campus,725
16788,Caguas,Puerto Rico,XXXXXXXXX,Juliet,12771,Myers,XXXXXXXXX,Corporate,PR,1082 Rustic Rabbit Street,725
16789,Caguas,Puerto Rico,XXXXXXXXX,Felicia,13687,Mcmillan,XXXXXXXXX,Corporate,PR,4114 Lost Blossom Farms,725
16790,Caguas,Puerto Rico,XXXXXXXXX,Rhea,13938,Ferrell,XXXXXXXXX,Corporate,PR,4880 Colonial Grounds,725
16791,Caguas,Puerto Rico,XXXXXXXXX,Aimee,12890,Hudson,XXXXXXXXX,Corporate,PR,8559 High Elk Via,725
16792,Caguas,Puerto Rico,XXXXXXXXX,Velma,14621,Weeks,XXXXXXXXX,Corporate,PR,1108 Harvest Street,725
16793,Caguas,Puerto Rico,XXXXXXXXX,Chantale,14067,Booth,XXXXXXXXX,Corporate,PR,4767 Red Thicket,725
16794,Caguas,Puerto Rico,XXXXXXXXX,Mari,14987,Blackburn,XXXXXXXXX,Corporate,PR,9595 Iron Orchard,725
16795,Caguas,Puerto Rico,XXXXXXXXX,Leigh,13927,Hughes,XXXXXXXXX,Corporate,PR,164 Stony Field,725
16796,Caguas,Puerto Rico,XXXXXXXXX,Mechelle,15972,Foley,XXXXXXXXX,Corporate,PR,2924 Velvet Dale Corners,725
16797,Caguas,Puerto Rico,XXXXXXXXX,Chava,17779,Pitts,XXXXXXXXX,Corporate,PR,4381 Burning Concession,725
16798,Caguas,Puerto Rico,XXXXXXXXX,Madison,19081,Ayers,XXXXXXXXX,Corporate,PR,872 Quaking Bluff Freeway,725
16799,Caguas,Puerto Rico,XXXXXXXXX,Ivy,16437,Jenkins,XXXXXXXXX,Corporate,PR,2517 Shady Branch Avenue,725
16800,Caguas,Puerto Rico,XXXXXXXXX,Heather,18299,Dudley,XXXXXXXXX,Corporate,PR,8773 Colonial Shadow Maze,725
16801,Caguas,Puerto Rico,XXXXXXXXX,Brooke,17520,Sheppard,XXXXXXXXX,Corporate,PR,5016 Sunny Run,725
16802,Caguas,Puerto Rico,XXXXXXXXX,Ila,17284,Jones,XXXXXXXXX,Corporate,PR,529 Blue Grove Rise,725
16803,Caguas,Puerto Rico,XXXXXXXXX,BlueOneal,17354,NULL,XXXXXXXXX,Corporate,PR,9279 Quaking Key,725
16804,Caguas,Puerto Rico,XXXXXXXXX,Desiree,15506,Wilkins,XXXXXXXXX,Corporate,PR,8711 Middle Mountain Maze,725
16805,Aguadilla,Puerto Rico,XXXXXXXXX,Mary,10926,Smith,XXXXXXXXX,Corporate,PR,1927 Indian Impasse,603
16806,Caguas,Puerto Rico,XXXXXXXXX,Kitra,19805,Bright,XXXXXXXXX,Corporate,PR,8344 Colonial Maze,725
16807,Caguas,Puerto Rico,XXXXXXXXX,Mira,15225,Brady,XXXXXXXXX,Corporate,PR,5310 Crystal Hills Mount,725
16808,Caguas,Puerto Rico,XXXXXXXXX,Jocelyn,16163,Massey,XXXXXXXXX,Corporate,PR,4786 Crystal Apple Island,725
16809,Caguas,Puerto Rico,XXXXXXXXX,Melyssa,18550,Hansen,XXXXXXXXX,Corporate,PR,9135 Green Island Moor,725
16810,Caguas,Puerto Rico,XXXXXXXXX,Abra,16303,Mitchell,XXXXXXXXX,Corporate,PR,9644 Emerald Harbour,725
16811,Caguas,Puerto Rico,XXXXXXXXX,Risa,20047,Patterson,XXXXXXXXX,Corporate,PR,7107 Harvest Blossom Abbey,725
16812,Caguas,Puerto Rico,XXXXXXXXX,Jessica,20136,Brennan,XXXXXXXXX,Corporate,PR,3892 Dusty Berry Farm,725
16813,Caguas,Puerto Rico,XXXXXXXXX,Petra,16297,Padilla,XXXXXXXXX,Corporate,PR,654 Gentle Acres,725
16814,Caguas,Puerto Rico,XXXXXXXXX,Mallory,18206,Oconnor,XXXXXXXXX,Corporate,PR,3440 Foggy Autoroute,725
16815,Caguas,Puerto Rico,XXXXXXXXX,Simone,19103,Hunter,XXXXXXXXX,Corporate,PR,690 Amber Moor,725
16816,Caguas,Puerto Rico,XXXXXXXXX,Christen,19244,Heath,XXXXXXXXX,Corporate,PR,1525 Golden Nectar Edge,725
16817,Caguas,Puerto Rico,XXXXXXXXX,Roanna,16001,Gillespie,XXXXXXXXX,Corporate,PR,3610 Merry Acres,725
16818,Caguas,Puerto Rico,XXXXXXXXX,Karyn,17736,Edwards,XXXXXXXXX,Corporate,PR,3707 Gentle Chase,725
16819,Caguas,Puerto Rico,XXXXXXXXX,Stella,18868,Trujillo,XXXXXXXXX,Corporate,PR,6341 Green Panda Impasse,725
16820,Caguas,Puerto Rico,XXXXXXXXX,Quin,15974,Mcleod,XXXXXXXXX,Corporate,PR,6232 Red Rise Rise,725
16821,Caguas,Puerto Rico,XXXXXXXXX,Avye,18486,Norman,XXXXXXXXX,Corporate,PR,9557 Gentle Inlet,725
16822,Caguas,Puerto Rico,XXXXXXXXX,Jena,15472,Wilcox,XXXXXXXXX,Corporate,PR,7694 Burning Towers,725
16823,Caguas,Puerto Rico,XXXXXXXXX,Felicia,18998,Albert,XXXXXXXXX,Corporate,PR,9501 Red Island,725
16824,Caguas,Puerto Rico,XXXXXXXXX,Fiona,17759,Schneider,XXXXXXXXX,Corporate,PR,5763 Crystal Alley,725
16825,Caguas,Puerto Rico,XXXXXXXXX,Madonna,17182,White,XXXXXXXXX,Corporate,PR,8777 Old Arbor,725
16826,Caguas,Puerto Rico,XXXXXXXXX,Lacey,18637,Stone,XXXXXXXXX,Corporate,PR,753 Emerald Pine Glen,725
16827,Caguas,Puerto Rico,XXXXXXXXX,Roary,20123,Townsend,XXXXXXXXX,Corporate,PR,8261 Lazy Lookout,725
16828,Caguas,Puerto Rico,XXXXXXXXX,Quin,16301,Manning,XXXXXXXXX,Corporate,PR,2161 Burning Maze,725
16829,Caguas,Puerto Rico,XXXXXXXXX,Rosalyn,16594,Dunlap,XXXXXXXXX,Corporate,PR,7810 Quaking Terrace,725
16830,Caguas,Puerto Rico,XXXXXXXXX,Yen,18851,Jacobson,XXXXXXXXX,Corporate,PR,1490 Silver Canyon,725
16831,Caguas,Puerto Rico,XXXXXXXXX,Leigh,17954,Merrill,XXXXXXXXX,Corporate,PR,8400 Harvest Blossom Gardens,725
16832,Caguas,Puerto Rico,XXXXXXXXX,Scarlett,18435,Chan,XXXXXXXXX,Corporate,PR,8852 Shady Glade,725
16833,Caguas,Puerto Rico,XXXXXXXXX,Mary,1694,Thompson,XXXXXXXXX,Corporate,PR,8274 Middle Pike,725
16834,Hawthorne,EE. UU.,XXXXXXXXX,Frances,7159,Smith,XXXXXXXXX,Consumer,CA,4462 Rocky Harbour,90250
16835,Meridian,EE. UU.,XXXXXXXXX,Amber,10963,Smith,XXXXXXXXX,Consumer,ID,654 Foggy Point,83642
16836,San Jose,EE. UU.,XXXXXXXXX,Christine,9782,Frazier,XXXXXXXXX,Consumer,CA,3067 Hazy Autoroute,95125
16837,Phoenix,EE. UU.,XXXXXXXXX,Timothy,10581,Snyder,XXXXXXXXX,Consumer,AZ,6379 Red Towers,85035
16838,Santa Ana,EE. UU.,XXXXXXXXX,Lori,1395,Lucero,XXXXXXXXX,Consumer,CA,8279 Dusty Beacon Vale,92705
16839,Oviedo,EE. UU.,XXXXXXXXX,Carolyn,9090,Davis,XXXXXXXXX,Consumer,FL,1811 Tawny Embers Moor,32765
16840,Edison,EE. UU.,XXXXXXXXX,Dora,18047,Mckay,XXXXXXXXX,Consumer,NJ,8407 Silent Elk Woods,8817
16841,Stamford,EE. UU.,XXXXXXXXX,Wendy,18173,Bright,XXXXXXXXX,Consumer,CT,37 Lost Terrace,6902
16842,Tampa,EE. UU.,XXXXXXXXX,Emma,18116,Mathews,XXXXXXXXX,Consumer,FL,2513 Sleepy Log Grounds,33614
16843,Augusta,EE. UU.,XXXXXXXXX,Felicia,18152,Rosales,XXXXXXXXX,Consumer,GA,905 Blue Cape,30907
16844,Canton,EE. UU.,XXXXXXXXX,Yuri,18043,Mayo,XXXXXXXXX,Consumer,MI,1982 Burning Forest,48187
16845,Cleveland,EE. UU.,XXXXXXXXX,Idona,18115,Drake,XXXXXXXXX,Consumer,OH,4208 High Promenade,44102
16846,Chicago,EE. UU.,XXXXXXXXX,Cathleen,18114,Gaines,XXXXXXXXX,Consumer,IL,5182 Noble Prairie Heath,60637
16847,Chula Vista,EE. UU.,XXXXXXXXX,Amity,18078,Hancock,XXXXXXXXX,Consumer,CA,8802 Foggy Link,91911
16848,Denver,EE. UU.,XXXXXXXXX,Hedwig,18150,Bender,XXXXXXXXX,Consumer,CO,7573 Silver Fawn Hill,80219
16849,Sandusky,EE. UU.,XXXXXXXXX,Lani,18220,Contreras,XXXXXXXXX,Consumer,OH,2136 Silver Canyon,44870
16850,North Tonawanda,EE. UU.,XXXXXXXXX,Eliana,18236,Grant,XXXXXXXXX,Consumer,NY,3601 Foggy Timber Gate,14120
16851,Colorado Springs,EE. UU.,XXXXXXXXX,Flora,18074,Roberson,XXXXXXXXX,Consumer,CO,9922 Harvest Pond Acres,80918
16852,Dayton,EE. UU.,XXXXXXXXX,Shana,18146,Wiley,XXXXXXXXX,Consumer,OH,5841 Noble Loop,45424
16853,Chicago,EE. UU.,XXXXXXXXX,Cleo,18037,Mcfadden,XXXXXXXXX,Consumer,IL,8570 Lost Barn Expressway,60629
16854,Billings,EE. UU.,XXXXXXXXX,Moana,18144,Hartman,XXXXXXXXX,Consumer,MT,5292 Heather Close,59102
16855,Dallas,EE. UU.,XXXXXXXXX,Mariko,18179,Bowen,XXXXXXXXX,Consumer,TX,8668 Burning Butterfly Crest,75287
16856,Forest Hills,EE. UU.,XXXXXXXXX,Keiko,18231,Dale,XXXXXXXXX,Consumer,NY,9117 Rustic Beach,11375
16857,Montebello,EE. UU.,XXXXXXXXX,Zena,18104,Soto,XXXXXXXXX,Consumer,CA,3880 Rustic Port,90640
16858,Hampton,EE. UU.,XXXXXXXXX,Lacey,18102,Blevins,XXXXXXXXX,Consumer,VA,3493 Dewy Loop,23666
16859,Riverside,EE. UU.,XXXXXXXXX,Nell,18210,Dorsey,XXXXXXXXX,Consumer,CA,8193 Grand Court,92507
16860,Ithaca,EE. UU.,XXXXXXXXX,Katelyn,19179,Noel,XXXXXXXXX,Consumer,NY,8428 Honey Freeway,14850
16861,San Jose,EE. UU.,XXXXXXXXX,Julie,19088,Mccall,XXXXXXXXX,Consumer,CA,4105 Fallen Goose Port,95124
16862,Aurora,EE. UU.,XXXXXXXXX,Quail,16466,Emerson,XXXXXXXXX,Consumer,CO,7713 Colonial Estates,80012
16863,Conway,EE. UU.,XXXXXXXXX,Brianna,19214,Mcguire,XXXXXXXXX,Consumer,AR,8497 Cozy Shadow Highway,72032
16864,Honolulu,EE. UU.,XXXXXXXXX,Chloe,16446,Shields,XXXXXXXXX,Consumer,HI,1207 Green Anchor Arbor,96822
16865,Hayward,EE. UU.,XXXXXXXXX,Abra,19229,Logan,XXXXXXXXX,Consumer,CA,4720 Noble Hills Wynd,94544
16866,West Orange,EE. UU.,XXXXXXXXX,Ariana,19175,West,XXXXXXXXX,Consumer,NJ,5810 Umber Impasse,7052
16867,Tonawanda,EE. UU.,XXXXXXXXX,Grace,16515,Velazquez,XXXXXXXXX,Consumer,NY,9854 Wishing Isle,14150
16868,Meridian,EE. UU.,XXXXXXXXX,Jael,19155,Morrow,XXXXXXXXX,Consumer,ID,5835 Hidden Downs,83642
16869,Salt Lake City,EE. UU.,XXXXXXXXX,Patricia,19118,Pitts,XXXXXXXXX,Consumer,UT,5783 Fallen Willow Ledge,84120
16870,Los Angeles,EE. UU.,XXXXXXXXX,Jescie,16513,Stafford,XXXXXXXXX,Consumer,CA,3880 Emerald Villas,90001
16871,Pekin,EE. UU.,XXXXXXXXX,Laura,19134,David,XXXXXXXXX,Consumer,IL,8581 Blue Crescent,61554
16872,Brooklyn,EE. UU.,XXXXXXXXX,Doris,19062,Brennan,XXXXXXXXX,Consumer,NY,9512 Old Pony Canyon,11213
16873,Westland,EE. UU.,XXXXXXXXX,Portia,19205,Owens,XXXXXXXXX,Consumer,MI,9847 Old Autumn Chase,48185
16874,Lakewood,EE. UU.,XXXXXXXXX,Amanda,16457,Suarez,XXXXXXXXX,Consumer,OH,9699 Cotton Autoroute,44107
16875,San Francisco,EE. UU.,XXXXXXXXX,Lenore,19204,Harding,XXXXXXXXX,Consumer,CA,4393 Noble Creek Beach,94110
